"","ID","date","observation_day","mood","arousal","valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","night_physical_activity","night_screen","night_appcat_combined","MAX_inactivity_timediff","SUM_inactivity_timediff","weekday","week_of_year","appCat_total","was_na_mood","was_na_arousal","was_na_valence","was_na_activity","was_na_night_activity","mood_of_next_day","roll_mean_3","roll_mean_7"
"54",2,2014-03-26,10,6.9,-1.2,0.4,0.383968777227708,4628.54700112343,3,0,1400.713,881.113,749.843,0,0,0,34.857,1498.783,0,0,0,0,0.107299128213671,1120.47300028801,2310.082,0,0,3,13,4565.309,1,1,1,0,0,7.2,6.83333333333333,6.85714285714286
"55",2,2014-03-27,11,7.2,-0.4,0.6,0.241347579388157,2768.57299971581,3,0,1818.448,1937.759,490.781,0,0,0,29.159,71.864,0,0,67.163,0,0.195996753344075,1634.89899921417,2278.433,0,0,4,13,4415.174,1,1,1,0,0,6.1,7.2,6.85714285714286
"56",2,2014-03-28,12,6.1,-0.6,-0.2,0.302230786936156,2797.25699973106,2,0,397.221,1113.73,670.314,0,0,0,117.794,2487.861,0,0,0,0,0.198254478774884,3489.26399946213,2604.567,0,0,5,13,4786.92,2,2,2,0,0,7.2,6.73333333333333,6.68571428571429
"57",2,2014-03-29,13,7.2,-0.4,0.4,0.404254556597376,2924.02999711037,4,0,808.281,1647.133,275.038,0,0,0,45.715,160.95,501.644,0,0,0,0.505118175816837,1662.16699957848,18115.587,0,0,6,13,3438.761,2,2,2,0,0,7.4,6.83333333333333,6.74285714285714
"58",2,2014-03-30,14,7.4,0.3,0.9,0.300751914886918,2854.56199932098,9,1,672.128,1090.946,1145.666,0,0,0,36.963,322.901,0,0,0,0,0.168668390377167,1263.25000071526,852.915,0,0,7,13,3268.604,2,2,2,0,0,6.6,6.9,6.91428571428571
"59",2,2014-03-31,15,6.6,-0.3,0.1,0.209083253211739,4532.64799952507,13,2,993.11,2481.322,354.965,0,0,0,67.619,249.358,0,0,0,0,0.0889944373127942,148.051999330521,141.394,0,0,1,13,4146.374,2,2,2,0,0,7.4,7.06666666666667,6.98571428571429
"60",2,2014-04-01,16,7.4,-0.2,0.8,0.335785870248786,2033.62099838257,1,1,2330.547,518.826,38.085,0,0,0,151.11,191.121,345.2,0,0,0,0.0866148481908918,197.373999595642,1952.48,0,0,2,13,3574.889,0,0,0,0,0,6.4,7.13333333333333,6.97142857142857
"61",2,2014-04-02,17,6.4,-0.6,0,0.314777195713262,5250.13800096512,1,0,1383.857,2717.409,280.302,0,0,0,117.238,254.688,0,0,0,0,0.331784820226044,2475.54799938202,2533.265,0,0,3,14,4753.494,1,1,1,0,0,6.2,6.8,6.9
"62",2,2014-04-03,18,6.2,0,0.2,0.430735662187265,4699.10000038147,0,0,970.157,3376.51,125.958,0,0,0,41.74,122.421,254.826,0,0,0,0.201682993839857,1990.45700001716,925.309,0,0,4,14,4891.612,1,1,1,0,0,7.1,6.66666666666667,6.75714285714286
"63",2,2014-04-04,19,7.1,-1.1,0.6,0.29251950278126,3168.96700072289,4,0,746.649,2737.983,0,0,0,0,135.315,54.625,0,0,0,0,0.0693739857402538,642.442000865937,674.891,0,0,5,14,3674.572,1,1,1,0,0,7.4,6.56666666666667,6.9
"64",2,2014-04-05,20,7.4,0,0.6,0.351315670635984,8733.59600138664,8,1,1319.386,1784.907,349.61,0,0,0,89.691,152.114,388.071,0,0,0,0.157381012493593,755.15299987793,1336.286,0,0,6,14,4083.779,0,0,0,0,0,4.6,6.9,6.92857142857143
"65",2,2014-04-06,21,4.6,-0.8,-0.8,0.241927769655302,1801.62099838257,5,0,323.32,958,614.164,0,0,0,20.942,222.679,0,0,0,0,0.321194902579571,3970.31900000572,1607.472,3,3,7,14,2139.105,2,2,2,1,0,6.8,6.36666666666667,6.52857142857143
"66",2,2014-04-07,22,6.8,0,0.6,0.186396126360416,6090.95299839973,1,0,1469.344,3492.184,737.916,0,0,0,92.445,1820.088,0,0,0,0,0.068464461143951,1853.65400028229,843.344,0,0,1,14,7611.977,0,0,0,0,0,6.4,6.26666666666667,6.55714285714286
"67",2,2014-04-08,23,6.4,-0.6,0.6,0.341317656455295,3102.30199956894,10,1,874.666,1760.226,193.48,0,0,0,103.245,617.675,0,0,0,0,0.0812290827907286,674.444000005722,620.889,0,0,2,14,3549.292,1,1,1,0,0,7.1,5.93333333333333,6.41428571428571
"68",2,2014-04-09,24,7.1,-0.1,0.5,0.302460419743316,4231.05299973488,8,1,878.406,2058.193,555.675,0,0,0,40.291,234.744,0,0,0,0,0.121626221832835,1520.57000017166,893.565,0,0,3,15,3767.309,2,2,2,0,0,7.2,6.76666666666667,6.51428571428571
"69",2,2014-04-10,25,7.2,0.4,0.8,0.357462404057766,6760.60399866104,1,1,1178.171,2527.413,665.931,0,0,0,84.879,137.763,525.113,0,2.045,0,0.117897897897898,592.399000406265,590.311,0,0,4,15,5121.315,1,1,1,0,0,6.6,6.9,6.65714285714286
"70",2,2014-04-11,26,6.6,-0.6,0.6,0.512485352948011,2706.39000105858,3,1,802.239,1583.991,442.072,0,0,0,136.128,112.875,0,0,0,0,0.218816425965767,1395.22399997711,1574.528,0,0,5,15,3077.305,1,1,1,0,0,7.3,6.96666666666667,6.58571428571428
"71",2,2014-04-12,27,7.3,0.333333333333333,0.6,0.453667514810587,2091.55200004578,2,1,1161.831,1129.694,0,0,0,0,0,132.659,0,0,6.986,0,0.329466583128777,3194.79200005531,2223.82,0,0,6,15,2431.17,4,4,4,0,0,7,7.03333333333333,6.57142857142857
"72",2,2014-04-13,28,7,-0.4,0.5,0.425565406581995,1919.66499733925,0,0,356.479,759.003,371.52,0,0,0,73.068,95.948,159.646,0,0,0,0.110354631144872,1259.7200012207,1173.181,0,0,7,15,1815.664,2,2,2,0,0,8,6.96666666666667,6.91428571428571
